time_s,pga_gal,mmi,category,vibration_detected
398.81,18.88,V,Moderate,1
398.93,4.55,III,Weak,0
399.04,62.83,VII,Very Strong,1
399.16,110.36,VIII,Severe,1
399.27,7.63,IV,Light,1
399.39,13.07,V,Moderate,1
399.5,31.34,VI,Strong,1
399.62,24.78,V,Moderate,1
399.72,87.97,VII,Very Strong,1
399.84,47.86,VI,Strong,1
399.95,27.95,VI,Strong,1
400.07,1.0,I,Instrumental,0
400.18,1.81,II,Very Weak,0
400.29,56.22,VII,Very Strong,1
400.4,21.57,V,Moderate,1
400.51,3.11,III,Weak,0
400.62,3.59,III,Weak,0
400.73,40.23,VI,Strong,1
400.85,45.21,VI,Strong,1
400.95,44.61,VI,Strong,1
401.07,41.28,VI,Strong,1
401.18,15.94,V,Moderate,1
401.29,5.13,IV,Light,1
401.4,15.5,V,Moderate,1
401.51,21.27,V,Moderate,1
401.62,11.24,V,Moderate,1
401.73,29.04,VI,Strong,1
401.83,9.03,IV,Light,1
401.95,3.46,III,Weak,0
402.06,3.94,III,Weak,0
402.18,7.95,IV,Light,1
402.29,3.79,III,Weak,0
402.4,12.79,V,Moderate,1
402.51,6.15,IV,Light,1
402.63,32.06,VI,Strong,1
402.73,3.29,III,Weak,0
402.85,24.06,V,Moderate,1
402.95,8.07,IV,Light,1
403.07,12.22,V,Moderate,1
403.17,79.54,VII,Very Strong,1
403.28,7.45,IV,Light,1
403.4,27.66,VI,Strong,1
403.51,33.06,VI,Strong,1
403.62,48.53,VI,Strong,1
403.73,9.7,IV,Light,1
403.85,1.66,II,Very Weak,0
403.96,30.6,VI,Strong,1
404.07,30.41,VI,Strong,1
404.18,32.71,VI,Strong,1
404.3,50.76,VII,Very Strong,1
404.42,14.84,V,Moderate,1
404.53,3.25,III,Weak,0
404.64,40.89,VI,Strong,1
404.75,59.31,VII,Very Strong,1
404.87,11.45,V,Moderate,1
404.97,23.89,V,Moderate,1
405.09,23.02,V,Moderate,1
405.2,34.48,VI,Strong,1
405.31,2.89,III,Weak,0
405.42,8.87,IV,Light,1
405.54,50.15,VII,Very Strong,1
405.65,44.64,VI,Strong,1
405.76,19.28,V,Moderate,1
405.86,2.93,III,Weak,0
405.98,15.58,V,Moderate,1
406.09,16.44,V,Moderate,1
406.2,42.36,VI,Strong,1
406.31,0.33,I,Instrumental,0
406.42,7.77,IV,Light,1
406.52,19.55,V,Moderate,1
406.63,55.04,VII,Very Strong,1
406.74,20.64,V,Moderate,1
406.86,1.79,II,Very Weak,0
406.97,4.95,III,Weak,0
407.08,7.16,IV,Light,1
407.19,6.73,IV,Light,1
407.31,3.06,III,Weak,0
407.42,4.94,III,Weak,0
407.54,12.28,V,Moderate,1
407.65,34.07,VI,Strong,1
407.76,13.76,V,Moderate,1
407.88,35.71,VI,Strong,1
407.98,2.53,III,Weak,0
408.1,19.21,V,Moderate,1
408.21,25.75,VI,Strong,1
408.33,42.12,VI,Strong,1
408.43,11.96,V,Moderate,1
408.55,2.05,III,Weak,0
408.66,17.55,V,Moderate,1
408.77,27.1,VI,Strong,1
408.89,2.1,III,Weak,0
409.0,24.16,V,Moderate,1
409.11,3.37,III,Weak,0
409.23,39.2,VI,Strong,1
409.34,2.48,III,Weak,0
409.46,43.96,VI,Strong,1
409.57,0.8,I,Instrumental,0
409.68,20.26,V,Moderate,1
409.79,62.64,VII,Very Strong,1
409.9,10.3,V,Moderate,1
410.01,32.84,VI,Strong,1
410.13,4.25,III,Weak,0
410.24,38.35,VI,Strong,1
410.36,4.02,III,Weak,0
410.47,30.42,VI,Strong,1
410.58,1.7,II,Very Weak,0
410.68,15.52,V,Moderate,1
410.8,16.36,V,Moderate,1
410.91,38.02,VI,Strong,1
411.02,5.22,IV,Light,1
411.14,40.54,VI,Strong,1
411.25,12.44,V,Moderate,1
411.36,33.96,VI,Strong,1
411.48,17.38,V,Moderate,1
411.59,9.05,IV,Light,1
411.7,5.79,IV,Light,1
411.8,0.12,I,Instrumental,0
411.91,6.61,IV,Light,1
412.02,4.13,III,Weak,0
412.14,6.49,IV,Light,1
412.25,4.82,III,Weak,0
412.36,6.72,IV,Light,1
412.47,2.04,III,Weak,0
412.59,1.67,II,Very Weak,0
412.7,11.83,V,Moderate,1
412.81,5.15,IV,Light,1
412.93,1.66,II,Very Weak,0
413.04,8.29,IV,Light,1
413.15,44.28,VI,Strong,1
413.26,70.58,VII,Very Strong,1
413.38,36.17,VI,Strong,1
413.49,38.17,VI,Strong,1
413.61,26.84,VI,Strong,1
413.71,6.77,IV,Light,1
413.83,45.82,VI,Strong,1
413.94,13.87,V,Moderate,1
414.06,4.87,III,Weak,0
414.17,12.54,V,Moderate,1
414.28,22.98,V,Moderate,1
414.39,54.43,VII,Very Strong,1
414.5,44.91,VI,Strong,1
414.61,55.98,VII,Very Strong,1
414.73,1.7,II,Very Weak,0
414.84,9.59,IV,Light,1
414.96,36.92,VI,Strong,1
415.07,10.9,V,Moderate,1
415.18,14.29,V,Moderate,1
415.3,15.54,V,Moderate,1
415.42,43.88,VI,Strong,1
415.53,38.93,VI,Strong,1
415.64,13.32,V,Moderate,1
415.74,2.15,III,Weak,0
415.86,24.71,V,Moderate,1
415.97,12.71,V,Moderate,1
416.08,7.38,IV,Light,1
416.19,17.75,V,Moderate,1
416.3,22.99,V,Moderate,1
416.42,18.25,V,Moderate,1
416.53,21.8,V,Moderate,1
416.64,52.34,VII,Very Strong,1
416.75,22.11,V,Moderate,1
416.86,8.51,IV,Light,1
416.97,11.6,V,Moderate,1
417.08,0.01,I,Instrumental,0
417.19,15.23,V,Moderate,1
417.31,13.4,V,Moderate,1
417.42,8.9,IV,Light,1
417.53,5.47,IV,Light,1
417.64,0.43,I,Instrumental,0
417.75,8.7,IV,Light,1
417.86,11.33,V,Moderate,1
417.98,1.29,II,Very Weak,0
418.08,14.09,V,Moderate,1
418.2,0.33,I,Instrumental,0
418.31,10.81,V,Moderate,1
418.43,8.68,IV,Light,1
418.54,37.33,VI,Strong,1
418.65,58.89,VII,Very Strong,1
418.77,32.02,VI,Strong,1
418.88,24.23,V,Moderate,1
418.99,7.7,IV,Light,1
419.11,24.77,V,Moderate,1
419.22,11.01,V,Moderate,1
419.33,26.08,VI,Strong,1
419.44,19.2,V,Moderate,1
419.56,6.53,IV,Light,1
419.67,16.82,V,Moderate,1
419.78,8.73,IV,Light,1
419.89,14.56,V,Moderate,1
420.01,54.51,VII,Very Strong,1
420.12,0.88,I,Instrumental,0
420.24,8.42,IV,Light,1
420.35,19.25,V,Moderate,1
420.46,39.08,VI,Strong,1
420.57,30.5,VI,Strong,1
420.68,6.33,IV,Light,1
420.81,19.1,V,Moderate,1
420.92,34.79,VI,Strong,1
421.03,4.07,III,Weak,0
421.14,54.31,VII,Very Strong,1
421.25,32.66,VI,Strong,1
421.36,34.95,VI,Strong,1
421.48,72.48,VII,Very Strong,1
421.59,12.82,V,Moderate,1
421.7,42.43,VI,Strong,1
421.81,0.47,I,Instrumental,0
421.93,21.56,V,Moderate,1
422.04,25.81,VI,Strong,1
422.15,11.08,V,Moderate,1
422.27,21.45,V,Moderate,1
422.37,20.54,V,Moderate,1
422.48,11.14,V,Moderate,1
422.6,54.09,VII,Very Strong,1
422.71,32.31,VI,Strong,1
422.83,62.65,VII,Very Strong,1
422.94,28.2,VI,Strong,1
423.05,55.91,VII,Very Strong,1
423.16,29.1,VI,Strong,1
423.28,21.92,V,Moderate,1
423.39,39.01,VI,Strong,1
423.5,30.8,VI,Strong,1
423.61,57.05,VII,Very Strong,1
423.73,35.63,VI,Strong,1
423.84,1.54,II,Very Weak,0
423.96,45.2,VI,Strong,1
424.08,25.72,VI,Strong,1
424.19,42.05,VI,Strong,1
424.3,7.63,IV,Light,1
424.41,9.97,IV,Light,1
424.52,56.23,VII,Very Strong,1
424.64,40.33,VI,Strong,1
424.74,52.73,VII,Very Strong,1
424.86,19.67,V,Moderate,1
424.97,4.48,III,Weak,0
425.09,7.93,IV,Light,1
425.2,15.22,V,Moderate,1
425.31,13.21,V,Moderate,1
425.42,14.32,V,Moderate,1
425.54,3.48,III,Weak,0
425.64,2.13,III,Weak,0
425.76,5.28,IV,Light,1
425.87,2.33,III,Weak,0
425.99,41.5,VI,Strong,1
426.11,31.85,VI,Strong,1
426.22,160.79,VIII,Severe,1
426.34,19.18,V,Moderate,1
426.45,21.1,V,Moderate,1
426.56,23.96,V,Moderate,1
426.67,14.65,V,Moderate,1
426.78,17.47,V,Moderate,1
426.89,2.7,III,Weak,0
427.01,16.98,V,Moderate,1
427.13,48.0,VI,Strong,1
427.24,13.53,V,Moderate,1
427.35,127.8,VIII,Severe,1
427.46,39.5,VI,Strong,1
427.58,24.19,V,Moderate,1
427.69,26.83,VI,Strong,1
427.8,12.31,V,Moderate,1
427.91,26.98,VI,Strong,1
428.02,10.82,V,Moderate,1
428.13,18.53,V,Moderate,1
428.24,24.3,V,Moderate,1
428.36,7.87,IV,Light,1
428.47,6.29,IV,Light,1
428.58,8.7,IV,Light,1
428.7,0.21,I,Instrumental,0
428.81,9.16,IV,Light,1
428.92,8.32,IV,Light,1
429.03,4.91,III,Weak,0
429.15,14.3,V,Moderate,1
429.26,5.78,IV,Light,1
429.37,3.1,III,Weak,0
429.49,30.82,VI,Strong,1
429.6,5.99,IV,Light,1
429.72,5.79,IV,Light,1
429.83,10.56,V,Moderate,1
429.94,27.22,VI,Strong,1
430.06,5.45,IV,Light,1
430.17,12.26,V,Moderate,1
430.28,20.76,V,Moderate,1
430.4,11.31,V,Moderate,1
430.5,5.23,IV,Light,1
430.63,32.54,VI,Strong,1
430.73,15.45,V,Moderate,1
430.85,14.11,V,Moderate,1
430.96,29.72,VI,Strong,1
431.08,27.76,VI,Strong,1
431.18,7.7,IV,Light,1
431.3,6.95,IV,Light,1
431.41,31.41,VI,Strong,1
431.52,4.33,III,Weak,0
431.63,11.66,V,Moderate,1
431.74,10.08,V,Moderate,1
431.85,12.09,V,Moderate,1
431.96,10.38,V,Moderate,1
432.07,19.67,V,Moderate,1
432.19,7.01,IV,Light,1
432.3,2.93,III,Weak,0
432.4,0.76,I,Instrumental,0
432.52,18.38,V,Moderate,1
432.63,4.26,III,Weak,0
432.74,25.4,VI,Strong,1
432.86,13.52,V,Moderate,1
432.97,3.39,III,Weak,0
433.09,16.9,V,Moderate,1
433.19,12.08,V,Moderate,1
433.31,16.34,V,Moderate,1
433.42,2.09,III,Weak,0
433.53,1.39,II,Very Weak,0
433.65,13.07,V,Moderate,1
433.75,76.68,VII,Very Strong,1
433.88,13.84,V,Moderate,1
433.99,4.71,III,Weak,0
434.11,23.39,V,Moderate,1
434.22,17.61,V,Moderate,1
434.33,62.38,VII,Very Strong,1
434.45,54.35,VII,Very Strong,1
434.56,36.07,VI,Strong,1
434.67,5.25,IV,Light,1
434.79,10.44,V,Moderate,1
434.9,53.98,VII,Very Strong,1
435.02,17.28,V,Moderate,1
435.13,32.05,VI,Strong,1
435.25,13.17,V,Moderate,1
435.36,30.94,VI,Strong,1
435.47,39.61,VI,Strong,1
435.6,80.85,VII,Very Strong,1
435.71,43.8,VI,Strong,1
435.82,5.85,IV,Light,1
435.94,20.93,V,Moderate,1
436.05,12.06,V,Moderate,1
436.15,34.66,VI,Strong,1
436.27,38.13,VI,Strong,1
436.37,29.01,VI,Strong,1
436.48,46.97,VI,Strong,1
436.6,0.82,I,Instrumental,0
436.71,3.81,III,Weak,0
436.83,8.36,IV,Light,1
436.93,10.49,V,Moderate,1
437.04,32.21,VI,Strong,1
437.15,2.52,III,Weak,0
437.27,46.1,VI,Strong,1
437.37,0.83,I,Instrumental,0
437.49,23.31,V,Moderate,1
437.61,2.93,III,Weak,0
437.72,0.92,I,Instrumental,0
437.85,12.0,V,Moderate,1
437.96,14.92,V,Moderate,1
438.07,0.78,I,Instrumental,0
438.18,10.17,V,Moderate,1
438.29,0.61,I,Instrumental,0
438.4,7.56,IV,Light,1
438.51,0.62,I,Instrumental,0
438.62,9.41,IV,Light,1
438.73,2.82,III,Weak,0
438.84,6.33,IV,Light,1
438.95,23.7,V,Moderate,1
439.07,7.73,IV,Light,1
439.18,31.54,VI,Strong,1
439.29,93.49,VII,Very Strong,1
439.4,30.31,VI,Strong,1
439.51,23.68,V,Moderate,1
439.63,16.79,V,Moderate,1
439.74,9.09,IV,Light,1
439.85,0.14,I,Instrumental,0
439.96,2.61,III,Weak,0
440.07,13.21,V,Moderate,1
440.18,4.29,III,Weak,0
440.29,31.95,VI,Strong,1
440.39,90.37,VII,Very Strong,1
440.51,36.92,VI,Strong,1
440.62,25.77,VI,Strong,1
440.73,13.93,V,Moderate,1
440.84,16.18,V,Moderate,1
440.95,1.62,II,Very Weak,0
441.07,4.06,III,Weak,0
441.18,1.42,II,Very Weak,0
441.29,4.42,III,Weak,0
441.39,0.78,I,Instrumental,0
441.5,13.52,V,Moderate,1
441.62,14.47,V,Moderate,1
441.73,63.51,VII,Very Strong,1
441.84,51.59,VII,Very Strong,1
441.95,12.83,V,Moderate,1
442.06,8.05,IV,Light,1
442.17,11.88,V,Moderate,1
442.28,11.09,V,Moderate,1
442.39,6.84,IV,Light,1
442.49,1.11,II,Very Weak,0
442.61,29.63,VI,Strong,1
442.71,17.12,V,Moderate,1
442.83,224.59,VIII,Severe,1
442.93,81.36,VII,Very Strong,1
443.04,4.76,III,Weak,0
2.56,0.0,I,Instrumental,0
2.81,101.05,VIII,Severe,1
2.93,6.36,IV,Light,1
3.04,39.09,VI,Strong,1
3.15,9.78,IV,Light,1
3.25,3.62,III,Weak,0
3.37,28.77,VI,Strong,1
3.48,30.61,VI,Strong,1
3.62,25.28,VI,Strong,1
3.73,8.78,IV,Light,1
3.86,34.37,VI,Strong,1
3.97,18.3,V,Moderate,1
4.07,19.24,V,Moderate,1
4.19,25.36,VI,Strong,1
4.3,26.56,VI,Strong,1
4.41,13.06,V,Moderate,1
4.51,17.2,V,Moderate,1
4.62,6.38,IV,Light,1
4.73,42.94,VI,Strong,1
4.84,15.96,V,Moderate,1
4.96,0.27,I,Instrumental,0
5.06,15.57,V,Moderate,1
5.18,30.0,VI,Strong,1
5.28,10.56,V,Moderate,1
5.4,19.66,V,Moderate,1
5.51,26.39,VI,Strong,1
5.62,11.89,V,Moderate,1
5.74,13.59,V,Moderate,1
5.85,22.08,V,Moderate,1
5.96,4.06,III,Weak,0
6.07,19.84,V,Moderate,1
6.18,7.92,IV,Light,1
6.29,26.93,VI,Strong,1
6.4,10.48,V,Moderate,1
6.51,12.78,V,Moderate,1
6.62,14.49,V,Moderate,1
6.72,10.16,V,Moderate,1
6.84,10.64,V,Moderate,1
6.94,26.16,VI,Strong,1
7.05,16.75,V,Moderate,1
7.16,4.62,III,Weak,0
7.27,23.71,V,Moderate,1
7.38,15.8,V,Moderate,1
7.49,28.91,VI,Strong,1
7.6,8.66,IV,Light,1
7.71,9.17,IV,Light,1
7.82,4.62,III,Weak,0
7.93,0.45,I,Instrumental,0
8.03,35.4,VI,Strong,1
8.14,0.5,I,Instrumental,0
8.25,17.22,V,Moderate,1
8.36,12.06,V,Moderate,1
8.47,7.34,IV,Light,1
8.6,20.31,V,Moderate,1
8.73,17.81,V,Moderate,1
8.84,2.28,III,Weak,0
8.95,24.94,V,Moderate,1
9.06,0.45,I,Instrumental,0
9.18,9.08,IV,Light,1
9.29,40.25,VI,Strong,1
9.4,27.38,VI,Strong,1
9.51,21.76,V,Moderate,1
9.61,10.0,IV,Light,1
9.73,7.14,IV,Light,1
9.84,22.7,V,Moderate,1
9.95,0.5,I,Instrumental,0
10.06,2.47,III,Weak,0
152.57,6.12,IV,Light,1
152.68,1.76,II,Very Weak,0
152.8,49.77,VI,Strong,1
152.91,9.35,IV,Light,1
153.01,32.6,VI,Strong,1
153.13,25.69,VI,Strong,1
153.24,21.47,V,Moderate,1
153.35,11.15,V,Moderate,1
153.47,8.53,IV,Light,1
153.58,12.99,V,Moderate,1
153.68,18.33,V,Moderate,1
153.79,5.01,IV,Light,1
153.91,8.83,IV,Light,1
154.01,11.17,V,Moderate,1
154.12,37.06,VI,Strong,1
154.23,8.28,IV,Light,1
154.34,26.18,VI,Strong,1
154.46,5.86,IV,Light,1
154.57,48.76,VI,Strong,1
154.68,14.27,V,Moderate,1
154.79,24.56,V,Moderate,1
154.9,1.6,II,Very Weak,0
155.02,17.81,V,Moderate,1
155.13,14.31,V,Moderate,1
155.24,31.0,VI,Strong,1
155.36,22.44,V,Moderate,1
155.47,44.34,VI,Strong,1
155.58,12.25,V,Moderate,1
155.69,33.7,VI,Strong,1
155.8,8.94,IV,Light,1
155.91,25.08,VI,Strong,1
156.02,1.32,II,Very Weak,0
156.14,28.89,VI,Strong,1
156.25,11.7,V,Moderate,1
156.36,29.83,VI,Strong,1
156.47,0.63,I,Instrumental,0
156.58,16.65,V,Moderate,1
156.69,14.54,V,Moderate,1
156.81,12.27,V,Moderate,1
156.91,9.05,IV,Light,1
157.02,49.13,VI,Strong,1
157.13,16.89,V,Moderate,1
157.24,28.07,VI,Strong,1
157.36,6.28,IV,Light,1
157.46,29.22,VI,Strong,1
157.57,28.95,VI,Strong,1
157.69,8.0,IV,Light,1
157.8,2.87,III,Weak,0
157.91,26.29,VI,Strong,1
158.02,20.01,V,Moderate,1
158.13,61.03,VII,Very Strong,1
158.24,28.81,VI,Strong,1
158.35,9.67,IV,Light,1
158.46,0.29,I,Instrumental,0
158.57,23.44,V,Moderate,1
158.68,50.79,VII,Very Strong,1
158.79,28.18,VI,Strong,1
158.9,13.54,V,Moderate,1
159.01,29.02,VI,Strong,1
159.13,13.57,V,Moderate,1
159.24,35.0,VI,Strong,1
159.35,9.62,IV,Light,1
159.46,3.45,III,Weak,0
159.58,18.41,V,Moderate,1
159.69,33.94,VI,Strong,1
159.8,23.0,V,Moderate,1
159.91,3.32,III,Weak,0
160.02,6.61,IV,Light,1
160.13,4.73,III,Weak,0
160.24,2.3,III,Weak,0
160.36,15.81,V,Moderate,1
160.47,0.57,I,Instrumental,0
160.58,32.67,VI,Strong,1
160.69,4.7,III,Weak,0
160.79,1.39,II,Very Weak,0
160.91,0.75,I,Instrumental,0
161.02,24.7,V,Moderate,1
161.13,14.37,V,Moderate,1
161.24,14.56,V,Moderate,1
161.36,0.83,I,Instrumental,0
161.48,15.32,V,Moderate,1
161.59,20.67,V,Moderate,1
161.7,26.04,VI,Strong,1
161.81,33.37,VI,Strong,1
161.93,13.62,V,Moderate,1
162.03,8.85,IV,Light,1
162.14,11.67,V,Moderate,1
162.25,4.9,III,Weak,0
162.37,14.11,V,Moderate,1
162.47,0.75,I,Instrumental,0
162.59,6.9,IV,Light,1
162.7,10.69,V,Moderate,1
162.81,15.62,V,Moderate,1
162.92,21.99,V,Moderate,1
163.04,31.15,VI,Strong,1
163.15,33.27,VI,Strong,1
163.26,18.17,V,Moderate,1
163.37,20.95,V,Moderate,1
163.48,5.61,IV,Light,1
163.6,10.84,V,Moderate,1
163.7,26.48,VI,Strong,1
163.82,32.14,VI,Strong,1
163.92,23.52,V,Moderate,1
164.03,5.97,IV,Light,1
164.15,25.41,VI,Strong,1
164.25,8.66,IV,Light,1
164.37,11.94,V,Moderate,1
164.48,23.01,V,Moderate,1
164.59,5.62,IV,Light,1
164.7,7.46,IV,Light,1
164.82,9.01,IV,Light,1
164.94,8.95,IV,Light,1
165.06,3.54,III,Weak,0
165.18,1.68,II,Very Weak,0
165.29,8.39,IV,Light,1
165.4,31.91,VI,Strong,1
165.51,17.99,V,Moderate,1
165.63,12.1,V,Moderate,1
165.74,14.2,V,Moderate,1
165.85,1.6,II,Very Weak,0
165.97,1.55,II,Very Weak,0
166.1,21.0,V,Moderate,1
166.21,5.91,IV,Light,1
166.35,14.63,V,Moderate,1
166.46,21.61,V,Moderate,1
166.57,2.03,III,Weak,0
166.68,12.17,V,Moderate,1
166.79,3.82,III,Weak,0
166.89,10.32,V,Moderate,1
167.01,8.38,IV,Light,1
167.12,16.82,V,Moderate,1
167.23,24.62,V,Moderate,1
167.34,22.7,V,Moderate,1
167.45,32.54,VI,Strong,1
167.56,21.61,V,Moderate,1
167.67,6.7,IV,Light,1
167.78,2.11,III,Weak,0
167.89,11.21,V,Moderate,1
168.0,8.97,IV,Light,1
168.11,2.36,III,Weak,0
168.22,18.32,V,Moderate,1
168.34,19.81,V,Moderate,1
168.44,7.2,IV,Light,1
168.55,7.34,IV,Light,1
168.66,0.47,I,Instrumental,0
168.77,22.03,V,Moderate,1
168.89,28.14,VI,Strong,1
168.99,4.97,III,Weak,0
169.11,19.67,V,Moderate,1
169.22,1.85,II,Very Weak,0
169.33,3.3,III,Weak,0
169.44,9.3,IV,Light,1
169.55,31.42,VI,Strong,1
169.65,31.96,VI,Strong,1
169.76,31.42,VI,Strong,1
169.88,43.08,VI,Strong,1
169.99,21.17,V,Moderate,1
170.1,30.93,VI,Strong,1
170.22,4.53,III,Weak,0
170.32,1.84,II,Very Weak,0
170.44,2.52,III,Weak,0
170.54,27.3,VI,Strong,1
170.65,44.2,VI,Strong,1
170.76,22.8,V,Moderate,1
170.88,37.54,VI,Strong,1
170.98,16.92,V,Moderate,1
171.1,8.11,IV,Light,1
171.21,33.96,VI,Strong,1
171.32,14.29,V,Moderate,1
171.44,18.91,V,Moderate,1
171.55,19.14,V,Moderate,1
171.66,0.79,I,Instrumental,0
171.76,8.06,IV,Light,1
171.88,1.07,II,Very Weak,0
171.98,21.1,V,Moderate,1
172.1,8.53,IV,Light,1
172.21,3.08,III,Weak,0
172.32,5.53,IV,Light,1
172.43,0.47,I,Instrumental,0
172.53,11.55,V,Moderate,1
172.64,5.24,IV,Light,1
172.75,24.06,V,Moderate,1
172.86,7.57,IV,Light,1
172.97,13.32,V,Moderate,1
173.08,20.61,V,Moderate,1
173.19,28.99,VI,Strong,1
173.3,20.66,V,Moderate,1
173.41,8.49,IV,Light,1
173.52,8.69,IV,Light,1
173.63,24.07,V,Moderate,1
173.74,23.69,V,Moderate,1
173.85,0.29,I,Instrumental,0
173.96,21.04,V,Moderate,1
174.07,8.6,IV,Light,1
174.18,2.24,III,Weak,0
174.29,9.84,IV,Light,1
174.4,3.44,III,Weak,0
174.51,18.37,V,Moderate,1
174.62,27.81,VI,Strong,1
174.73,25.2,VI,Strong,1
174.84,1.87,II,Very Weak,0
174.95,24.25,V,Moderate,1
175.06,38.57,VI,Strong,1
175.17,20.46,V,Moderate,1
175.28,15.83,V,Moderate,1
175.39,6.34,IV,Light,1
175.5,5.99,IV,Light,1
175.61,12.37,V,Moderate,1
175.73,27.28,VI,Strong,1
175.87,2.21,III,Weak,0
175.97,8.23,IV,Light,1
176.09,35.0,VI,Strong,1
176.19,17.51,V,Moderate,1
176.3,26.73,VI,Strong,1
176.41,18.61,V,Moderate,1
176.52,7.01,IV,Light,1
176.63,7.66,IV,Light,1
176.74,1.64,II,Very Weak,0
176.85,17.33,V,Moderate,1
176.97,2.56,III,Weak,0
177.08,7.49,IV,Light,1
177.19,6.5,IV,Light,1
177.3,1.79,II,Very Weak,0
177.41,9.29,IV,Light,1
177.53,11.06,V,Moderate,1
177.64,16.98,V,Moderate,1
177.74,15.71,V,Moderate,1
177.86,4.92,III,Weak,0
177.97,6.22,IV,Light,1
178.08,19.47,V,Moderate,1
178.19,6.68,IV,Light,1
178.3,15.41,V,Moderate,1
178.42,1.29,II,Very Weak,0
178.54,20.79,V,Moderate,1
178.65,15.47,V,Moderate,1
178.77,17.87,V,Moderate,1
178.88,19.69,V,Moderate,1
179.0,15.2,V,Moderate,1
179.11,3.57,III,Weak,0
179.22,1.67,II,Very Weak,0
179.33,16.6,V,Moderate,1
179.44,23.11,V,Moderate,1
179.55,3.75,III,Weak,0
179.66,0.45,I,Instrumental,0
179.78,6.5,IV,Light,1
179.89,8.71,IV,Light,1
180.0,6.68,IV,Light,1
180.12,9.31,IV,Light,1
180.23,12.88,V,Moderate,1
180.34,19.83,V,Moderate,1
180.46,20.8,V,Moderate,1
180.57,18.94,V,Moderate,1
180.68,8.54,IV,Light,1
180.8,13.04,V,Moderate,1
180.92,2.77,III,Weak,0
181.04,0.37,I,Instrumental,0
181.14,19.28,V,Moderate,1
181.26,25.16,VI,Strong,1
181.36,12.06,V,Moderate,1
181.48,35.43,VI,Strong,1
181.61,35.72,VI,Strong,1
181.72,2.67,III,Weak,0
181.83,29.43,VI,Strong,1
181.94,4.73,III,Weak,0
182.05,23.18,V,Moderate,1
182.16,19.46,V,Moderate,1
182.26,11.41,V,Moderate,1
182.38,1.57,II,Very Weak,0
182.49,13.57,V,Moderate,1
182.6,2.8,III,Weak,0
182.72,21.37,V,Moderate,1
182.84,18.28,V,Moderate,1
182.96,18.45,V,Moderate,1
183.08,4.5,III,Weak,0
183.19,12.51,V,Moderate,1
183.31,31.87,VI,Strong,1
183.42,12.23,V,Moderate,1
183.53,8.62,IV,Light,1
183.64,19.04,V,Moderate,1
183.75,11.91,V,Moderate,1
183.86,2.89,III,Weak,0
183.97,2.56,III,Weak,0
184.08,28.98,VI,Strong,1
184.21,8.02,IV,Light,1
184.33,13.06,V,Moderate,1
184.44,6.05,IV,Light,1
184.55,5.28,IV,Light,1
184.68,27.64,VI,Strong,1
184.79,10.04,V,Moderate,1
184.9,34.44,VI,Strong,1
185.01,15.75,V,Moderate,1
185.13,40.01,VI,Strong,1
185.24,28.14,VI,Strong,1
185.35,12.31,V,Moderate,1
185.47,17.75,V,Moderate,1
185.58,23.23,V,Moderate,1
185.69,1.87,II,Very Weak,0
185.8,6.4,IV,Light,1
185.91,16.15,V,Moderate,1
186.02,28.12,VI,Strong,1
186.13,22.96,V,Moderate,1
186.24,32.2,VI,Strong,1
186.36,42.31,VI,Strong,1
186.47,23.19,V,Moderate,1
186.58,10.82,V,Moderate,1
186.7,23.84,V,Moderate,1
186.81,18.47,V,Moderate,1
186.91,4.18,III,Weak,0
187.03,22.77,V,Moderate,1
187.14,10.52,V,Moderate,1
187.29,12.5,V,Moderate,1
187.4,23.15,V,Moderate,1
187.51,46.72,VI,Strong,1
187.64,19.3,V,Moderate,1
187.76,21.48,V,Moderate,1
187.86,23.75,V,Moderate,1
187.98,5.14,IV,Light,1
188.1,0.91,I,Instrumental,0
188.21,3.59,III,Weak,0
188.32,18.38,V,Moderate,1
188.44,26.2,VI,Strong,1
188.55,16.58,V,Moderate,1
188.67,52.15,VII,Very Strong,1
188.78,31.67,VI,Strong,1
188.89,1.08,II,Very Weak,0
189.0,3.02,III,Weak,0
189.11,11.08,V,Moderate,1
189.23,23.7,V,Moderate,1
189.33,5.1,IV,Light,1
189.45,14.84,V,Moderate,1
189.56,9.9,IV,Light,1
189.67,4.91,III,Weak,0
189.78,28.85,VI,Strong,1
189.89,29.22,VI,Strong,1
190.0,3.11,III,Weak,0
190.11,16.95,V,Moderate,1
190.23,12.57,V,Moderate,1
190.34,26.05,VI,Strong,1
190.46,10.51,V,Moderate,1
190.57,0.3,I,Instrumental,0
190.69,7.12,IV,Light,1
190.82,4.64,III,Weak,0
190.93,34.34,VI,Strong,1
191.06,10.3,V,Moderate,1
191.18,4.77,III,Weak,0
191.31,9.26,IV,Light,1
191.44,24.37,V,Moderate,1
191.55,29.67,VI,Strong,1
191.68,32.78,VI,Strong,1
191.79,0.57,I,Instrumental,0
191.91,1.69,II,Very Weak,0
192.03,9.6,IV,Light,1
192.16,24.3,V,Moderate,1
192.27,3.42,III,Weak,0
192.4,10.46,V,Moderate,1
192.51,1.67,II,Very Weak,0
192.63,21.17,V,Moderate,1
192.76,18.98,V,Moderate,1
192.87,22.93,V,Moderate,1
192.98,19.76,V,Moderate,1
193.09,0.32,I,Instrumental,0
193.2,0.49,I,Instrumental,0
193.32,1.11,II,Very Weak,0
193.43,12.56,V,Moderate,1
